cycle,t_wake_us,wake_latency_us,period_us,bus_us,rc
224,2250074.436,74.436,9992.617,935.698,0
225,2263783.767,3783.767,13709.331,946.141,0
226,2270140.704,140.704,6356.937,968.364,0
227,2280081.043,81.043,9940.339,940.272,0
228,2290083.011,83.011,10001.968,934.938,0
229,2300091.423,91.423,10008.412,981.863,0
230,2310153.817,153.817,10062.394,975.919,0
231,2320081.322,81.322,9927.505,939.012,0
232,2330084.568,84.568,10003.246,934.586,0
233,2340086.036,86.036,10001.468,942.216,0
234,2355745.613,5745.613,15659.577,996.252,0
235,2360072.991,72.991,4327.378,933.104,0
236,2370072.977,72.977,9999.986,923.587,0
237,2380092.667,92.667,10019.690,1004.771,0
238,2390147.116,147.116,10054.449,984.067,0
239,2400063.955,63.955,9916.839,928.642,0
240,2410073.979,73.979,10010.024,928.253,0
241,2420094.058,94.058,10020.079,970.400,0
242,2430137.859,137.859,10043.801,986.104,0
243,2440074.031,74.031,9936.172,924.604,0
244,2450073.610,73.610,9999.579,924.438,0
245,2460088.393,88.393,10014.783,959.290,0
246,2470130.119,130.119,10041.726,980.568,0
247,2480076.754,76.754,9946.635,926.735,0
248,2490072.926,72.926,9996.172,935.400,0
249,2503793.776,3793.776,13720.850,3955.992,0
250,2510125.510,125.510,6331.734,987.734,0
251,2520087.497,87.497,9961.987,939.290,0
252,2530081.705,81.705,9994.208,925.957,0
253,2540077.285,77.285,9995.580,942.401,0
254,2550123.956,123.956,10046.671,996.734,0
255,2560079.832,79.832,9955.876,950.678,0
256,2570077.818,77.818,9997.986,940.660,0
257,2580080.601,80.601,10002.783,945.253,0
258,2590139.550,139.550,10058.949,986.734,0
259,2600079.907,79.907,9940.357,941.494,0
260,2610082.320,82.320,10002.413,939.827,0
261,2620078.676,78.676,9996.356,954.253,0
262,2630114.533,114.533,10035.857,973.141,0
263,2640074.520,74.520,9959.987,960.067,0
264,2650110.284,110.284,10035.764,970.383,0
265,2660074.178,74.178,9963.894,935.420,0
266,2670077.127,77.127,10002.949,933.994,0
267,2680079.836,79.836,10002.709,963.271,0
268,2690112.785,112.785,10032.949,965.660,0
269,2700078.068,78.068,9965.283,936.882,0
270,2710085.166,85.166,10007.098,947.956,0
271,2720087.819,87.819,10002.653,963.030,0
272,2730119.861,119.861,10032.042,978.030,0
273,2740076.996,76.996,9957.135,942.864,0
274,2750076.945,76.945,9999.949,946.457,0
275,2760072.821,72.821,9995.876,3760.752,0
276,2770115.918,115.918,10043.097,958.790,0
277,2780076.386,76.386,9960.468,926.253,0
278,2790076.539,76.539,10000.153,929.086,0
279,2800089.544,89.544,10013.005,970.271,0
280,2810145.530,145.530,10055.986,984.382,0
281,2820079.499,79.499,9933.969,957.049,0
282,2830083.893,83.893,10004.394,932.419,0
283,2843779.354,3779.354,13695.461,985.252,0
284,2850138.143,138.143,6358.789,1005.549,0
285,2860076.686,76.686,9938.543,966.790,0
286,2870088.709,88.709,10012.023,928.475,0
287,2880081.418,81.418,9992.709,948.864,0
288,2890156.219,156.219,10074.801,5633.017,0
289,2900076.928,76.928,9920.709,932.494,0
290,2910077.562,77.562,10000.634,927.456,0
291,2920086.641,86.641,10009.079,942.197,0
292,2930117.813,117.813,10031.172,970.457,0
293,2940072.726,72.726,9954.913,954.531,0
294,2950087.860,87.860,10015.134,923.642,0
295,2960084.699,84.699,9996.839,977.659,0
296,2970159.851,159.851,10075.152,994.512,0
297,2980083.727,83.727,9923.876,939.086,0
298,2990082.121,82.121,9998.394,1674.267,0
299,3000070.867,70.867,9988.746,928.142,0
300,3010075.075,75.075,10004.208,925.309,0
301,3020082.895,82.895,10007.820,947.364,0
302,3030128.548,128.548,10045.653,989.197,0
303,3040077.665,77.665,9949.117,952.531,0
304,3050078.244,78.244,10000.579,925.197,0
305,3060075.323,75.323,9997.079,3784.584,0
306,3070119.624,119.624,10044.301,972.104,0
307,3080074.759,74.759,9955.135,938.197,0
308,3090076.708,76.708,10001.949,923.642,0
309,3100075.398,75.398,9998.690,934.031,0
310,3110104.625,104.625,10029.227,993.345,0
311,3120070.816,70.816,9966.191,930.457,0
312,3130072.784,72.784,10001.968,921.271,0
313,3140065.715,65.715,9992.931,946.494,0
314,3150135.608,135.608,10069.893,992.178,0
315,3160092.410,92.410,9956.802,995.290,0
316,3175798.912,5798.912,15706.502,4098.564,0
317,3180076.975,76.975,4278.063,946.826,0
318,3190123.943,123.943,10046.968,987.049,0
319,3200106.596,106.596,9982.653,988.993,0
320,3210137.638,137.638,10031.042,974.068,0
321,3220096.921,96.921,9959.283,1000.289,0
322,3230123.722,123.722,10026.801,990.734,0
323,3240101.505,101.505,9977.783,976.234,0
324,3250118.177,118.177,10016.672,958.419,0
325,3260083.182,83.182,9965.005,960.364,0
326,3270124.576,124.576,10041.394,1007.641,0
327,3283842.944,3842.944,13718.368,1022.900,0
328,3290106.419,106.419,6263.475,991.123,0
329,3300088.128,88.128,9981.709,1030.548,0
330,3310131.281,131.281,10043.153,1791.487,0
331,3320108.194,108.194,9976.913,1006.438,0
332,3330117.235,117.235,10009.041,1041.789,0
333,3340096.555,96.555,9979.320,982.586,0
334,3355793.095,5793.095,15696.540,1042.178,0
335,3360097.677,97.677,4304.582,994.493,0
336,3370122.737,122.737,10025.060,989.474,0
337,3380076.724,76.724,9953.987,927.160,0
338,3390077.507,77.507,10000.783,921.679,0
339,3400090.123,90.123,10012.616,972.123,0
340,3410114.961,114.961,10024.838,977.419,0
341,3420066.540,66.540,9951.579,935.530,0
342,3430068.286,68.286,10001.746,936.623,0
343,3440080.958,80.958,10012.672,943.846,0
344,3450124.962,124.962,10044.004,973.049,0
345,3460071.634,71.634,9946.672,935.345,0
346,3470080.176,80.176,10008.542,927.660,0
347,3480081.700,81.700,10001.524,941.586,0
348,3490108.390,108.390,10026.690,950.383,0
349,3500069.154,69.154,9960.764,943.735,0
350,3510070.585,70.585,10001.431,944.290,0
351,3520066.201,66.201,9995.616,951.179,0
352,3530124.113,124.113,10057.912,982.289,0
353,3540087.433,87.433,9963.320,933.049,0
354,3550077.513,77.513,9990.080,943.420,0
355,3560083.073,83.073,10005.560,943.160,0
356,3570112.208,112.208,10029.135,951.494,0
357,3580072.491,72.491,9960.283,954.882,0
358,3590077.107,77.107,10004.616,947.975,0
359,3600079.019,79.019,10001.912,3792.437,0
360,3610126.153,126.153,10047.134,966.141,0
361,3620073.603,73.603,9947.450,955.883,0
362,3630078.442,78.442,10004.839,956.401,0
363,3640079.984,79.984,10001.542,960.808,0
364,3650137.729,137.729,10057.745,5762.460,0
365,3660091.734,91.734,9954.005,978.142,0
366,3670131.146,131.146,10039.412,979.419,0
367,3680108.522,108.522,9977.376,1026.604,0
368,3690126.879,126.879,10018.357,980.216,0
369,3700095.662,95.662,9968.783,972.734,0
370,3710127.518,127.518,10031.856,1004.196,0
371,3720098.153,98.153,9970.635,991.456,0
372,3730134.139,134.139,10035.986,981.975,0
373,3740077.978,77.978,9943.839,969.549,0
374,3750064.354,64.354,9986.376,983.975,0
375,3760070.377,70.377,10006.023,985.400,0
376,3770134.419,134.419,10064.042,998.326,0
377,3780075.387,75.387,9940.968,978.475,0
378,3790077.337,77.337,10001.950,977.345,0
379,3800085.953,85.953,10008.616,3728.733,0
380,3810122.846,122.846,10036.893,978.586,0
381,3820079.203,79.203,9956.357,978.531,0
382,3830074.968,74.968,9995.765,982.549,0
383,3840085.436,85.436,10010.468,998.512,0
384,3850118.274,118.274,10032.838,1737.173,0
385,3860074.075,74.075,9955.801,990.993,0
386,3870072.340,72.340,9998.265,992.012,0
387,3880072.048,72.048,9999.708,994.660,0
388,3890077.664,77.664,10005.616,989.511,0
389,3900081.929,81.929,10004.265,993.326,0
390,3910124.359,124.359,10042.430,966.919,0
391,3920070.957,70.957,9946.598,1002.012,0
392,3930072.759,72.759,10001.802,999.808,0
393,3940075.467,75.467,10002.708,1008.567,0
394,3950112.176,112.176,10036.709,969.437,0
395,3960074.033,74.033,9961.857,1003.326,0
396,3970073.593,73.593,9999.560,917.531,0
397,3980078.432,78.432,10004.839,3745.234,0
398,3990113.122,113.122,10034.690,973.401,0
399,4000071.627,71.627,9958.505,922.975,0
400,4010070.206,70.206,9998.579,915.642,0
401,4023756.630,3756.630,13686.424,931.141,0
402,4030107.382,107.382,6350.752,983.641,0
403,4043752.029,3752.029,13644.647,971.215,0
404,4050080.948,80.948,6328.919,931.271,0
405,4060075.268,75.268,9994.320,939.678,0
406,4070154.439,154.439,10079.171,989.679,0
407,4080082.371,82.371,9927.932,932.364,0
408,4090078.116,78.116,9995.745,930.216,0
409,4100089.195,89.195,10011.079,1024.104,0
410,4110125.645,125.645,10036.450,981.679,0
411,4120081.094,81.094,9955.449,935.715,0
412,4130076.155,76.155,9995.061,928.808,0
413,4140072.938,72.938,9996.783,954.235,0
414,4150151.350,151.350,10078.412,986.604,0
415,4160075.781,75.781,9924.431,933.679,0
416,4170080.008,80.008,10004.227,921.790,0
417,4180076.606,76.606,9996.598,934.623,0
418,4190119.537,119.537,10042.931,996.438,0
419,4200078.709,78.709,9959.172,937.975,0
420,4210080.288,80.288,10001.579,926.567,0
421,4220072.941,72.941,9992.653,939.198,0
422,4230126.668,126.668,10053.727,999.567,0
423,4240064.729,64.729,9938.061,939.641,0
424,4250076.697,76.697,10011.968,918.586,0
425,4260073.165,73.165,9996.468,932.456,0
426,4270126.595,126.595,10053.430,1003.419,0
427,4283764.149,3764.149,13637.554,938.512,0
428,4290078.624,78.624,6314.475,920.364,0
429,4300083.407,83.407,10004.783,936.827,0
430,4310119.763,119.763,10036.356,1014.697,0
431,4320076.176,76.176,9956.413,937.919,0
432,4330078.274,78.274,10002.098,925.846,0
433,4340074.557,74.557,9996.283,939.753,0
434,4350113.469,113.469,10038.912,1024.493,0
435,4360075.474,75.474,9962.005,936.401,0
